House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
13,Smith Manors,Eileen,Charlton,1,Daughter,Ineligible,F,Child,None,,"13, Smith Manors",0,0,0,Ineligible
14,Smith Manors,Rosie,North,44,Head,Married,F,Technical author,None,Christian,"14, Smith Manors",0,0,0,Christian
14,Smith Manors,Stewart,North,46,Husband,Married,M,Medical laboratory scientific officer,None,Christian,"14, Smith Manors",0,0,0,Christian
14,Smith Manors,Philip,North,8,Son,Ineligible,M,Student,None,,"14, Smith Manors",0,0,1,Ineligible
14,Smith Manors,Terry,North,6,Son,Ineligible,M,Student,None,,"14, Smith Manors",0,0,1,Ineligible
14,Smith Manors,Leonard,North,2,Son,Ineligible,M,Child,None,,"14, Smith Manors",0,0,0,Ineligible
15,Smith Manors,Rita,McCarthy,36,Head,Married,F,"Physicist, medical",None,Catholic,"15, Smith Manors",0,0,0,Christian
15,Smith Manors,Shane,McCarthy,38,Husband,Married,M,Social worker,None,Catholic,"15, Smith Manors",0,0,0,Christian
15,Smith Manors,Lawrence,McCarthy,16,Son,Ineligible,M,Student,None,,"15, Smith Manors",0,0,1,Ineligible
16,Smith Manors,Denise,Butcher,64,Head,Married,F,Housing manager/officer,None,None,"16, Smith Manors",0,0,0,Unknown
16,Smith Manors,Gregory,Butcher,66,Husband,Married,M,Translator,None,None,"16, Smith Manors",0,0,0,Unknown
16,Smith Manors,Callum,Butcher,26,Son,Divorced,M,"Teacher, music",None,None,"16, Smith Manors",0,0,0,Unknown
16,Smith Manors,Janet,Butcher,22,Daughter,Single,F,University Student,None,None,"16, Smith Manors",0,0,1,Unknown
16,Smith Manors,Thomas,Butcher,20,Son,Single,M,University Student,None,None,"16, Smith Manors",0,0,1,Unknown
17,Smith Manors,Marian,Day,65,Head,Married,F,Warden/ranger,None,Christian,"17, Smith Manors",0,0,0,Christian
17,Smith Manors,Keith,Day,67,Husband,Married,M,Occupational therapist,None,Christian,"17, Smith Manors",0,0,0,Christian
17,Smith Manors,Nicole,Powell,40,None,Married,F,Bonds trader,None,Christian,"17, Smith Manors",0,0,0,Christian
17,Smith Manors,Eric,Powell,43,None,Married,M,"Scientist, physiological",None,Christian,"17, Smith Manors",0,0,0,Christian
17,Smith Manors,Paul,Powell,13,None,Ineligible,M,Student,None,,"17, Smith Manors",0,0,1,Ineligible
18,Smith Manors,Steven,Smith-Jenkins,54,Head,Married,M,TEFL teacher,None,Christian,"18, Smith Manors",0,0,0,Christian
18,Smith Manors,Anna,Smith-Jenkins,53,Wife,Married,F,Technical brewer,None,None,"18, Smith Manors",0,0,0,Unknown
19,Smith Manors,Katy,Harvey,41,Head,Single,F,Clinical biochemist,None,Christian,"19, Smith Manors",0,0,0,Christian
19,Smith Manors,Georgina,Humphries-Harvey,7,Step-Daughter,Ineligible,F,Student,None,,"19, Smith Manors",0,0,1,Ineligible
20,Smith Manors,Kate,Griffin,44,Head,Married,F,Forensic scientist,None,None,"20, Smith Manors",0,0,0,Unknown
20,Smith Manors,Christian,Griffin,40,Husband,Married,M,Clinical molecular geneticist,None,None,"20, Smith Manors",0,0,0,Unknown
20,Smith Manors,Aimee,Stevens,17,Daughter,Ineligible,F,Student,None,,"20, Smith Manors",0,0,1,Ineligible
21,Smith Manors,Simon,Williams,24,Head,Single,M,Museum/gallery curator,None,Catholic,"21, Smith Manors",0,0,0,Christian
22,Smith Manors,Abigail,Carr,29,Head,Divorced,F,Unemployed,None,Christian,"22, Smith Manors",0,1,0,Christian
22,Smith Manors,Elizabeth,Brown,20,Lodger,Single,F,University Student,None,Catholic,"22, Smith Manors",0,0,1,Christian
23,Smith Manors,Ashley,Arnold,28,Head,Single,M,Press photographer,None,None,"23, Smith Manors",0,0,0,Unknown
23,Smith Manors,Alan,Arnold,3,Son,Ineligible,M,Child,None,,"23, Smith Manors",0,0,0,Ineligible
23,Smith Manors,Clive,Arnold,1,Son,Ineligible,M,Child,None,,"23, Smith Manors",0,0,0,Ineligible
24,Smith Manors,Leonard,Lawrence,78,Head,Divorced,M,Retired Interior and spatial designer,None,Methodist,"24, Smith Manors",1,0,0,Christian
24,Smith Manors,Alex,Roberts-Lawrence,35,Son,Single,M,"Administrator, sports",None,Methodist,"24, Smith Manors",0,0,0,Christian
25,Smith Manors,Olivia,Holmes,70,Head,Married,F,Retired Set designer,None,Methodist,"25, Smith Manors",1,0,0,Christian
25,Smith Manors,Callum,Holmes,70,Husband,Married,M,Retired Speech and language therapist,None,Methodist,"25, Smith Manors",1,0,0,Christian
26,Smith Manors,Mohammed,Payne,39,Head,Single,M,Bookseller,None,Catholic,"26, Smith Manors",0,0,0,Christian
26,Smith Manors,Lauren,Payne,5,Neice,Ineligible,F,Student,None,,"26, Smith Manors",0,0,1,Ineligible
26,Smith Manors,Leonard,Payne,4,Nephew,Ineligible,M,Child,None,,"26, Smith Manors",0,0,0,Ineligible
26,Smith Manors,Bruce,Davison,3,Nephew,Ineligible,M,Child,None,,"26, Smith Manors",0,0,0,Ineligible
26,Smith Manors,Ashley,Davison,2,Nephew,Ineligible,M,Child,None,,"26, Smith Manors",0,0,0,Ineligible
27,Smith Manors,Nicole,Lewis,52,Head,Married,F,"Administrator, education",None,None,"27, Smith Manors",0,0,0,Unknown
27,Smith Manors,Colin,Lewis,57,Husband,Married,M,"Editor, commissioning",None,None,"27, Smith Manors",0,0,0,Unknown
27,Smith Manors,Hayley,Lewis,28,Daughter,Single,F,Magazine features editor,None,None,"27, Smith Manors",0,0,0,Unknown
27,Smith Manors,Louis,Lewis,23,Son,Single,M,Meteorologist,None,None,"27, Smith Manors",0,0,0,Unknown
28,Smith Manors,Simon,Martin,69,Head,Divorced,M,Retired Video editor,None,Catholic,"28, Smith Manors",1,0,0,Christian
29,Smith Manors,Olivia,Davies,44,Head,Married,F,Fine artist,None,Catholic,"29, Smith Manors",0,0,0,Christian
29,Smith Manors,Henry,Davies,48,Husband,Married,M,Ranger/warden,None,None,"29, Smith Manors",0,0,0,Unknown
29,Smith Manors,Malcolm,Davies,31,Son,Divorced,M,Forensic psychologist,None,Catholic,"29, Smith Manors",0,0,0,Christian
30,Smith Manors,Rebecca,Williams,88,Head,Married,F,Retired Education administrator,None,Christian,"30, Smith Manors",1,0,0,Christian
30,Smith Manors,Cameron,Williams,94,Husband,Married,M,Retired Forest/woodland manager,None,Christian,"30, Smith Manors",1,0,0,Christian
31,Smith Manors,Joanne,Martin,48,Head,Divorced,F,Freight forwarder,None,None,"31, Smith Manors",0,0,0,Unknown
31,Smith Manors,Mary,Martin,27,Daughter,Single,F,"Chemist, analytical",None,None,"31, Smith Manors",0,0,0,Unknown
31,Smith Manors,Carolyn,Martin,25,Daughter,Single,F,Hotel manager,None,None,"31, Smith Manors",0,0,0,Unknown
31,Smith Manors,Valerie,Walker-Martin,23,Daughter,Single,F,Probation officer,None,None,"31, Smith Manors",0,0,0,Unknown
31,Smith Manors,Bradley,Walker-Martin,19,Son,Single,M,University Student,None,None,"31, Smith Manors",0,0,1,Unknown
32,Smith Manors,Tony,Thomson,52,Head,Married,M,Health physicist,None,Christian,"32, Smith Manors",0,0,0,Christian
32,Smith Manors,Hayley,Thomson,48,Wife,Married,F,Banker,None,None,"32, Smith Manors",0,0,0,Unknown
32,Smith Manors,Brenda,Thomson,14,Step-Daughter,Ineligible,F,Student,None,,"32, Smith Manors",0,0,1,Ineligible
32,Smith Manors,William,Smith,11,Step-Son,Ineligible,M,Student,None,,"32, Smith Manors",0,0,1,Ineligible
32,Smith Manors,Beth,Smith,9,Step-Daughter,Ineligible,F,Student,None,,"32, Smith Manors",0,0,1,Ineligible
33,Smith Manors,Carol,Baker,47,Head,Married,F,Secretary/administrator,None,Christian,"33, Smith Manors",0,0,0,Christian
33,Smith Manors,Kenneth,Baker,49,Husband,Married,M,"Investment banker, corporate",None,None,"33, Smith Manors",0,0,0,Unknown
33,Smith Manors,Francesca,Baker,61,Cousin,Single,F,Fitness centre manager,None,Christian,"33, Smith Manors",0,0,0,Christian
33,Smith Manors,Sandra,Harrison,61,Cousin,Widowed,F,Historic buildings inspector/conservation officer,None,None,"33, Smith Manors",0,0,0,Unknown
33,Smith Manors,Justin,Harrison,50,Cousin,Divorced,M,Geographical information systems officer,None,None,"33, Smith Manors",0,0,0,Unknown
34,Smith Manors,Abbie,Field,63,Head,Single,F,Museum/gallery exhibitions officer,None,None,"34, Smith Manors",0,0,0,Unknown
34,Smith Manors,Megan,Field,30,Daughter,Divorced,F,"Engineer, broadcasting (operations)",None,None,"34, Smith Manors",0,0,0,Unknown
35,Smith Manors,Michelle,Jackson,19,Head,Single,F,University Student,None,Methodist,"35, Smith Manors",0,0,1,Christian
35,Smith Manors,Dennis,Davies,22,None,Single,M,University Student,None,Christian,"35, Smith Manors",0,0,1,Christian
36,Smith Manors,Sara,Kelly,28,Head,Single,F,Materials engineer,None,None,"36, Smith Manors",0,0,0,Unknown
36,Smith Manors,Wayne,Moore,53,None,Single,M,Retail manager,None,Christian,"36, Smith Manors",0,0,0,Christian
36,Smith Manors,Frank,Jackson,35,None,Single,M,Science writer,None,Catholic,"36, Smith Manors",0,0,0,Christian
37,Smith Manors,Jennifer,Barber,27,Head,Single,F,"Psychologist, occupational",None,Christian,"37, Smith Manors",0,0,0,Christian
37,Smith Manors,Sara,Barber,6,Daughter,Ineligible,F,Student,None,,"37, Smith Manors",0,0,1,Ineligible
38,Smith Manors,Bernard,Hurst,34,Head,Divorced,M,Nature conservation officer,None,None,"38, Smith Manors",0,0,0,Unknown
39,Smith Manors,Simon,Turner,77,Head,Married,M,Retired Dancer,None,Methodist,"39, Smith Manors",1,0,0,Christian
39,Smith Manors,Natalie,Turner,75,Wife,Married,F,"Retired Teacher, adult education",None,None,"39, Smith Manors",1,0,0,Unknown
40,Smith Manors,Harry,Davies,73,Head,Married,M,Retired Careers adviser,None,Christian,"40, Smith Manors",1,0,0,Christian
40,Smith Manors,Leah,Davies,71,Wife,Married,F,Retired Ceramics designer,None,None,"40, Smith Manors",1,0,0,Unknown
41,Smith Manors,Victor,Wilkins,73,Head,Widowed,M,Retired Sports administrator,None,Christian,"41, Smith Manors",1,0,0,Christian
41,Smith Manors,Dylan,Henderson,15,Grandson,Ineligible,M,Student,None,,"41, Smith Manors",0,0,1,Ineligible
42,Smith Manors,Diane,Parsons,65,Head,Married,F,Insurance account manager,None,Christian,"42, Smith Manors",0,0,0,Christian
42,Smith Manors,Christopher,Parsons,70,Husband,Married,M,"Retired Engineer, production",None,Christian,"42, Smith Manors",1,0,0,Christian
43,Smith Manors,Ellie,Skinner,45,Head,Married,F,Armed forces operational officer,None,Methodist,"43, Smith Manors",0,0,0,Christian
43,Smith Manors,Leigh,Skinner,47,Husband,Married,M,"Research officer, political party",None,Methodist,"43, Smith Manors",0,0,0,Christian
43,Smith Manors,Carly,Singh-Skinner,17,Daughter,Ineligible,F,Student,None,,"43, Smith Manors",0,0,1,Ineligible
43,Smith Manors,Bethan,Singh-Skinner,13,Daughter,Ineligible,F,Student,None,,"43, Smith Manors",0,0,1,Ineligible
44,Smith Manors,James,Hobbs,44,Head,Married,M,Musician,None,Catholic,"44, Smith Manors",0,0,0,Christian
44,Smith Manors,Maria,Hobbs,41,Wife,Married,F,Engineering geologist,None,Catholic,"44, Smith Manors",0,0,0,Christian
45,Smith Manors,Bethany,O'Neill,65,Head,Married,F,"Designer, industrial/product",None,None,"45, Smith Manors",0,0,0,Unknown
45,Smith Manors,Paul,O'Neill,64,Husband,Married,M,Media planner,None,None,"45, Smith Manors",0,0,0,Unknown
46,Smith Manors,Ryan,Parker,57,Head,Widowed,M,Horticultural consultant,None,Christian,"46, Smith Manors",0,0,0,Christian
46,Smith Manors,Maurice,Parker,25,Son,Single,M,Magazine journalist,None,None,"46, Smith Manors",0,0,0,Unknown
47,Smith Manors,Marie,Cooper-Mitchell,49,Head,Divorced,F,Information officer,None,None,"47, Smith Manors",0,0,0,Unknown
47,Smith Manors,Darren,Cooper-Mitchell,15,Son,Ineligible,M,Student,None,,"47, Smith Manors",0,0,1,Ineligible
47,Smith Manors,Christopher,Cooper-Mitchell,13,Son,Ineligible,M,Student,None,,"47, Smith Manors",0,0,1,Ineligible
48,Smith Manors,Howard,Dyer,27,Head,Single,M,Bookseller,None,Methodist,"48, Smith Manors",0,0,0,Christian
49,Smith Manors,Mary,Forster,54,Head,Married,F,"Engineer, electrical",None,Christian,"49, Smith Manors",0,0,0,Christian
49,Smith Manors,Ricky,Forster,56,Husband,Married,M,Architectural technologist,None,None,"49, Smith Manors",0,0,0,Unknown
50,Smith Manors,Simon,Lewis,67,Head,Married,M,Automotive engineer,None,Christian,"50, Smith Manors",0,0,0,Christian
50,Smith Manors,Paula,Lewis,65,Wife,Married,F,"Geologist, engineering",None,Christian,"50, Smith Manors",0,0,0,Christian
50,Smith Manors,Aaron,Lewis,19,Grandson,Single,M,University Student,None,Christian,"50, Smith Manors",0,0,1,Christian
50,Smith Manors,Kevin,Jones-Lewis,18,Grandson,Single,M,Student,None,,"50, Smith Manors",0,0,1,Unknown
50,Smith Manors,Harry,Williams,14,Grandson,Ineligible,M,Student,None,,"50, Smith Manors",0,0,1,Ineligible
51,Smith Manors,Ellie,Singh,51,Head,Single,F,Soil scientist,None,Methodist,"51, Smith Manors",0,0,0,Christian
52,Smith Manors,Dorothy,Gregory,37,Head,Single,F,"Production assistant, television",None,None,"52, Smith Manors",0,0,0,Unknown
52,Smith Manors,Daniel,Walker,38,Partner,Single,M,Water quality scientist,None,None,"52, Smith Manors",0,0,0,Unknown
52,Smith Manors,Iain,Gregory,15,Son,Ineligible,M,Student,None,,"52, Smith Manors",0,0,1,Ineligible
53,Smith Manors,Arthur,Macdonald,34,Head,Single,M,Ranger/warden,None,Methodist,"53, Smith Manors",0,0,0,Christian
53,Smith Manors,Charlene,Rogers,38,Partner,Single,F,Marine scientist,None,Methodist,"53, Smith Manors",0,0,0,Christian
54,Smith Manors,Christopher,Bull-Allen,29,Head,Single,M,Barrister,None,Catholic,"54, Smith Manors",0,0,0,Christian
54,Smith Manors,Georgia,Sykes,27,Partner,Single,F,Colour technologist,None,None,"54, Smith Manors",0,0,0,Unknown
54,Smith Manors,Charlotte,Bull-Allen,1,Daughter,Ineligible,F,Child,None,,"54, Smith Manors",0,0,0,Ineligible
55,Smith Manors,Glen,Bevan,58,Head,Married,M,"Radiographer, diagnostic",None,Christian,"55, Smith Manors",0,0,0,Christian
55,Smith Manors,Sara,Bevan,54,Wife,Married,F,Publishing rights manager,None,None,"55, Smith Manors",0,0,0,Unknown
56,Smith Manors,Amber,Kay,31,Head,Single,F,Purchasing manager,None,Sikh,"56, Smith Manors",0,0,0,Sikh
56,Smith Manors,Derek,Simpson,30,Partner,Single,M,Psychotherapist,None,None,"56, Smith Manors",0,0,0,Unknown
57,Smith Manors,Katy,Hopkins,43,Head,Single,F,Radio broadcast assistant,None,None,"57, Smith Manors",0,0,0,Unknown
57,Smith Manors,Josh,O'Sullivan,49,Partner,Single,M,Charity officer,None,None,"57, Smith Manors",0,0,0,Unknown
58,Smith Manors,Lucy,Burgess,53,Head,Divorced,F,Unemployed,None,Christian,"58, Smith Manors",0,1,0,Christian
58,Smith Manors,Margaret,Burgess,27,Daughter,Single,F,Naval architect,None,None,"58, Smith Manors",0,0,0,Unknown
58,Smith Manors,Lee,Burgess,23,Son,Single,M,Conference centre manager,None,Christian,"58, Smith Manors",0,0,0,Christian
58,Smith Manors,Michelle,Burgess,23,Daughter,Single,F,Multimedia specialist,None,None,"58, Smith Manors",0,0,0,Unknown
59,Smith Manors,Joseph,Evans,69,Head,Married,M,Retired Arboriculturist,None,Christian,"59, Smith Manors",1,0,0,Christian
59,Smith Manors,Joanna,Evans,73,Wife,Married,F,"Retired Teacher, English as a foreign language",None,Christian,"59, Smith Manors",1,0,0,Christian
60,Smith Manors,Tracy,Morris,29,Head,Single,F,Records manager,None,None,"60, Smith Manors",0,0,0,Unknown
61,Smith Manors,Joan,Fox,62,Head,Married,F,Unemployed,None,Christian,"61, Smith Manors",0,1,0,Christian
61,Smith Manors,Toby,Fox,64,Husband,Married,M,"Engineer, communications",None,None,"61, Smith Manors",0,0,0,Unknown
61,Smith Manors,Joanna,Fox,33,Daughter,Single,F,Artist,None,None,"61, Smith Manors",0,0,0,Unknown
61,Smith Manors,Joan,Fox,33,Daughter,Divorced,F,Clinical molecular geneticist,None,Christian,"61, Smith Manors",0,0,0,Christian
61,Smith Manors,Timothy,Fox,33,Son,Divorced,M,Building control surveyor,None,None,"61, Smith Manors",0,0,0,Unknown
62,Smith Manors,Lucy,Mellor,43,Head,Divorced,F,"Merchandiser, retail",None,None,"62, Smith Manors",0,0,0,Unknown
62,Smith Manors,Annette,Mellor,21,Daughter,Single,F,University Student,None,None,"62, Smith Manors",0,0,1,Unknown
63,Smith Manors,Sophie,Bartlett,27,Head,Married,F,Exhibition designer,None,None,"63, Smith Manors",0,0,0,Unknown
63,Smith Manors,Jason,Bartlett,30,Husband,Married,M,Occupational therapist,None,None,"63, Smith Manors",0,0,0,Unknown
64,Smith Manors,Frank,Kerr-White,59,Head,Married,M,Counsellor,None,Christian,"64, Smith Manors",0,0,0,Christian
64,Smith Manors,Jade,Kerr-White,54,Wife,Married,F,"Investment banker, corporate",None,None,"64, Smith Manors",0,0,0,Unknown
65,Smith Manors,Grace,West,72,Head,Widowed,F,Retired Outdoor activities/education manager,None,None,"65, Smith Manors",1,0,0,Unknown
65,Smith Manors,Lisa,West,9,Granddaughter,Ineligible,F,Student,None,,"65, Smith Manors",0,0,1,Ineligible
66,Smith Manors,Heather,Jackson,86,Head,Married,F,Retired Animal technologist,None,Christian,"66, Smith Manors",1,0,0,Christian
66,Smith Manors,Darren,Jackson,88,Husband,Married,M,Retired Radio broadcast assistant,None,None,"66, Smith Manors",1,0,0,Unknown
67,Smith Manors,Karl,King,83,Head,Widowed,M,Retired Chief Technology Officer,None,Methodist,"67, Smith Manors",1,0,0,Christian
68,Smith Manors,Dominic,Campbell,37,Head,Married,M,Forensic scientist,None,Methodist,"68, Smith Manors",0,0,0,Christian
68,Smith Manors,Sian,Campbell,38,Wife,Married,F,Charity fundraiser,None,Methodist,"68, Smith Manors",0,0,0,Christian
69,Smith Manors,Christopher,Simpson,49,Head,Married,M,Illustrator,None,Catholic,"69, Smith Manors",0,0,0,Christian
69,Smith Manors,Jasmine,Simpson,45,Wife,Married,F,Environmental consultant,None,Catholic,"69, Smith Manors",0,0,0,Christian
70,Smith Manors,Wendy,Wright,52,Head,Single,F,"Engineer, civil (contracting)",None,Christian,"70, Smith Manors",0,0,0,Christian
70,Smith Manors,Richard,Evans,53,Partner,Single,M,Television floor manager,None,Christian,"70, Smith Manors",0,0,0,Christian
1,Spencer Avenue,Gareth,Briggs,31,Head,Single,M,Unemployed,None,Catholic,"1, Spencer Avenue",0,1,0,Christian
1,Spencer Avenue,Thomas,Briggs,0,Son,Ineligible,M,Child,None,,"1, Spencer Avenue",0,0,0,Ineligible
1,Spencer Avenue,Keith,Sanders,34,Lodger,Single,M,Environmental health practitioner,None,Methodist,"1, Spencer Avenue",0,0,0,Christian
2,Spencer Avenue,Jill,Harris,33,Head,Single,F,Financial adviser,None,None,"2, Spencer Avenue",0,0,0,Unknown
2,Spencer Avenue,Russell,Glover,35,Partner,Single,M,Film/video editor,None,None,"2, Spencer Avenue",0,0,0,Unknown
2,Spencer Avenue,Chloe,Harris,16,Daughter,Ineligible,F,Student,None,,"2, Spencer Avenue",0,0,1,Ineligible
3,Spencer Avenue,Katie,Parry-Hopkins,89,Head,Married,F,"Retired Teacher, English as a foreign language",None,None,"3, Spencer Avenue",1,0,0,Unknown
3,Spencer Avenue,Lee,Parry-Hopkins,90,Husband,Married,M,Retired Chartered accountant,None,None,"3, Spencer Avenue",1,0,0,Unknown
4,Spencer Avenue,Grace,Ahmed,82,Head,Widowed,F,Retired Licensed conveyancer,None,Christian,"4, Spencer Avenue",1,0,0,Christian
5,Spencer Avenue,Rachael,Burke,60,Head,Married,F,Actor,None,None,"5, Spencer Avenue",0,0,0,Unknown
5,Spencer Avenue,Glenn,Burke,64,Husband,Married,M,Stage manager,None,None,"5, Spencer Avenue",0,0,0,Unknown
5,Spencer Avenue,David,Burke,36,Son,Single,M,"Production designer, theatre/television/film",None,None,"5, Spencer Avenue",0,0,0,Unknown
5,Spencer Avenue,Megan,Burke,35,Daughter,Single,F,Unemployed,None,None,"5, Spencer Avenue",0,1,0,Unknown
5,Spencer Avenue,Garry,Burke,31,Son,Single,M,"Surveyor, quantity",None,None,"5, Spencer Avenue",0,0,0,Unknown
6,Spencer Avenue,Stewart,Jones,33,Head,Married,M,Advice worker,None,Muslim,"6, Spencer Avenue",0,0,0,Muslim
6,Spencer Avenue,Sara,Jones,28,Wife,Married,F,"Engineer, communications",None,Muslim,"6, Spencer Avenue",0,0,0,Muslim
7,Spencer Avenue,Connor,Howard,47,Head,Married,M,Product designer,None,Methodist,"7, Spencer Avenue",0,0,0,Christian
7,Spencer Avenue,Lauren,Howard,45,Wife,Married,F,"Teacher, adult education",None,None,"7, Spencer Avenue",0,0,0,Unknown
8,Spencer Avenue,Joanna,Wilson,67,Head,Married,F,Financial adviser,None,None,"8, Spencer Avenue",0,0,0,Unknown
8,Spencer Avenue,Victor,Wilson,72,Husband,Married,M,"Retired Nurse, children's",None,None,"8, Spencer Avenue",1,0,0,Unknown
9,Spencer Avenue,Lindsey,Atkins,35,Head,Single,F,Passenger transport manager,None,Christian,"9, Spencer Avenue",0,0,0,Christian
9,Spencer Avenue,Billy,Atkins,6,Nephew,Ineligible,M,Student,None,,"9, Spencer Avenue",0,0,1,Ineligible
9,Spencer Avenue,Lesley,Fitzgerald,3,Neice,Ineligible,F,Child,None,,"9, Spencer Avenue",0,0,0,Ineligible
9,Spencer Avenue,Nigel,Singh,63,Sibling,Single,M,Product manager,None,Catholic,"9, Spencer Avenue",0,0,0,Christian
9,Spencer Avenue,Kelly,Bird,24,Lodger,Single,F,Insurance risk surveyor,None,None,"9, Spencer Avenue",0,0,0,Unknown
10,Spencer Avenue,Brandon,Cunningham,40,Head,Single,M,"Psychotherapist, child",None,Christian,"10, Spencer Avenue",0,0,0,Christian
10,Spencer Avenue,Alex,Cunningham,9,Son,Ineligible,M,Student,None,,"10, Spencer Avenue",0,0,1,Ineligible
11,Spencer Avenue,Gillian,Barber,62,Head,Married,F,Agricultural consultant,None,None,"11, Spencer Avenue",0,0,0,Unknown
11,Spencer Avenue,Kenneth,Barber,60,Husband,Married,M,Haematologist,None,None,"11, Spencer Avenue",0,0,0,Unknown
12,Spencer Avenue,Hollie,Wells,53,Head,Married,F,Metallurgist,None,None,"12, Spencer Avenue",0,0,0,Unknown
12,Spencer Avenue,Benjamin,Wells,53,Husband,Married,M,"Nurse, mental health",None,None,"12, Spencer Avenue",0,0,0,Unknown
12,Spencer Avenue,Leon,Wells,35,Son,Single,M,Waste management officer,None,None,"12, Spencer Avenue",0,0,0,Unknown
13,Spencer Avenue,Louise,Hutchinson,50,Head,Divorced,F,Unemployed,None,None,"13, Spencer Avenue",0,1,0,Unknown
13,Spencer Avenue,Cameron,Hutchinson,27,Son,Single,M,Mudlogger,None,None,"13, Spencer Avenue",0,0,0,Unknown
14,Spencer Avenue,Eileen,Chapman,65,Head,Married,F,Unemployed,None,None,"14, Spencer Avenue",0,1,0,Unknown
14,Spencer Avenue,Tom,Chapman,67,Husband,Married,M,Broadcast journalist,None,None,"14, Spencer Avenue",0,0,0,Unknown
15,Spencer Avenue,Marilyn,Walker,65,Head,Married,F,"Secretary, company",None,Christian,"15, Spencer Avenue",0,0,0,Christian
15,Spencer Avenue,Harry,Walker,67,Husband,Married,M,Unemployed,None,Christian,"15, Spencer Avenue",0,1,0,Christian
15,Spencer Avenue,Thomas,Walker,33,Son,Single,M,Quantity surveyor,None,Christian,"15, Spencer Avenue",0,0,0,Christian
16,Spencer Avenue,Jack,Wood,25,Head,Married,M,Museum/gallery exhibitions officer,None,None,"16, Spencer Avenue",0,0,0,Unknown
16,Spencer Avenue,Joanna,Wood,23,Wife,Married,F,"Administrator, Civil Service",None,None,"16, Spencer Avenue",0,0,0,Unknown
17,Spencer Avenue,Bethany,Green,51,Head,Single,F,Trade union research officer,None,None,"17, Spencer Avenue",0,0,0,Unknown
17,Spencer Avenue,Scott,Baldwin,54,Partner,Single,M,"Scientist, research (maths)",None,None,"17, Spencer Avenue",0,0,0,Unknown
17,Spencer Avenue,Jay,Green,23,Son,Widowed,M,Economist,None,None,"17, Spencer Avenue",0,0,0,Unknown
17,Spencer Avenue,Lee,Green,17,Son,Ineligible,M,Student,None,,"17, Spencer Avenue",0,0,1,Ineligible
18,Spencer Avenue,Gary,Lee,46,Head,Single,M,Clinical molecular geneticist,None,Catholic,"18, Spencer Avenue",0,0,0,Christian
18,Spencer Avenue,Gregory,Hutchinson,36,None,Single,M,Radiation protection practitioner,None,None,"18, Spencer Avenue",0,0,0,Unknown
19,Spencer Avenue,Hayley,Dunn,26,Head,Single,F,Unemployed,None,Christian,"19, Spencer Avenue",0,1,0,Christian
19,Spencer Avenue,Yvonne,Pritchard,21,Lodger,Single,F,University Student,None,None,"19, Spencer Avenue",0,0,1,Unknown
20,Spencer Avenue,Duncan,Leach,37,Head,Single,M,Data scientist,None,Catholic,"20, Spencer Avenue",0,0,0,Christian
21,Spencer Avenue,Frances,Pearson,78,Head,Divorced,F,Retired Fisheries officer,Physical Disability,Christian,"21, Spencer Avenue",1,0,0,Christian
22,Spencer Avenue,Ian,Thompson-Bennett,36,Head,Married,M,"Surveyor, insurance",None,Methodist,"22, Spencer Avenue",0,0,0,Christian
22,Spencer Avenue,Harriet,Thompson-Bennett,35,Wife,Married,F,Editorial assistant,None,None,"22, Spencer Avenue",0,0,0,Unknown
22,Spencer Avenue,Max,Thompson-Bennett,18,Son,Single,M,Student,None,None,"22, Spencer Avenue",0,0,1,Unknown
22,Spencer Avenue,Beth,Thompson-Bennett,15,Daughter,Ineligible,F,Student,None,,"22, Spencer Avenue",0,0,1,Ineligible
22,Spencer Avenue,Gail,Thompson-Bennett,8,Daughter,Ineligible,F,Student,None,,"22, Spencer Avenue",0,0,1,Ineligible
23,Spencer Avenue,Gail,Hughes,42,Head,Single,F,Food technologist,None,Christian,"23, Spencer Avenue",0,0,0,Christian
23,Spencer Avenue,Yvonne,Hughes,14,Daughter,Ineligible,F,Student,None,,"23, Spencer Avenue",0,0,1,Ineligible
24,Spencer Avenue,Sara,Andrews,55,Head,Divorced,F,Transport planner,None,Christian,"24, Spencer Avenue",0,0,0,Christian
24,Spencer Avenue,Katie,Andrews,16,Daughter,Ineligible,F,Student,None,,"24, Spencer Avenue",0,0,1,Ineligible
25,Spencer Avenue,Sandra,Curtis,50,Head,Single,F,Air broker,None,Christian,"25, Spencer Avenue",0,0,0,Christian
26,Spencer Avenue,Paula,Wilson,58,Head,Married,F,Furniture designer,None,None,"26, Spencer Avenue",0,0,0,Unknown
26,Spencer Avenue,Louis,Wilson,63,Husband,Married,M,Animal nutritionist,None,None,"26, Spencer Avenue",0,0,0,Unknown
26,Spencer Avenue,Ian,Wilson,31,Son,Single,M,"Pharmacist, community",None,None,"26, Spencer Avenue",0,0,0,Unknown
26,Spencer Avenue,Stanley,Wilson,29,Son,Single,M,Press sub,None,None,"26, Spencer Avenue",0,0,0,Unknown
26,Spencer Avenue,Ronald,Wilson,26,Son,Divorced,M,Lawyer,None,None,"26, Spencer Avenue",0,0,0,Unknown
26,Spencer Avenue,Paige,Wilson,0,Daughter,Ineligible,F,Child,None,,"26, Spencer Avenue",0,0,0,Ineligible
